time/episodes,time/time_elapsed,train/critic_loss,rollout/ep_rew_mean,train/ent_coef,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,train/n_updates,time/fps,time/total_timesteps,train/learning_rate
2504,18306,22.69196319580078,267.49283491,0.017700091004371643,-35.95112609863281,-0.4244064688682556,478.44,1536395,51,936696,0.0003
2508,18351,0.2331363558769226,278.36290121,0.017790665850043297,-34.98606491088867,-0.09888085722923279,488.6,1538789,51,939090,0.0003
2512,18391,0.4947497844696045,289.08022233,0.017737824469804764,-34.96666717529297,0.09542298316955566,499.98,1540899,51,941200,0.0003
2516,18439,13.634634017944336,305.12573355000006,0.018130779266357422,-35.742637634277344,-0.6458269953727722,516.69,1543499,51,943800,0.0003
2520,18480,0.30244511365890503,317.28381462,0.01851257123053074,-34.298065185546875,-0.6395810842514038,528.58,1545657,51,945958,0.0003
2524,18528,19.170682907104492,329.50339169,0.01782243885099888,-33.60535430908203,-0.5218746662139893,529.09,1548200,51,948501,0.0003
2528,18580,0.40386050939559937,347.29306623,0.01804695837199688,-35.26658248901367,-0.9343451261520386,543.0,1550999,51,951300,0.0003
2532,18631,0.24168610572814941,360.48537988,0.01855837181210518,-31.895790100097656,-0.9359269142150879,553.92,1553702,51,954003,0.0003
2536,18679,0.2833164930343628,374.10453469,0.018232092261314392,-34.60806655883789,-1.3947726488113403,567.29,1556295,51,956596,0.0003
2540,18726,16.641029357910156,383.97205113999996,0.0182004664093256,-31.991792678833008,0.348416268825531,576.0,1558809,51,959110,0.0003
2544,18768,0.6151090264320374,388.86418604999994,0.017723022028803825,-35.412193298339844,-0.25529927015304565,578.04,1561003,51,961304,0.0003
2548,18819,0.5414937734603882,400.62668462,0.018079128116369247,-34.773231506347656,1.3578444719314575,587.44,1563722,51,964023,0.0003
2552,18869,9.655017852783203,410.56834670999996,0.017984120175242424,-36.10963439941406,-0.8019944429397583,594.45,1566347,51,966648,0.0003
2556,18921,4.752710342407227,425.10028251999995,0.019395824521780014,-32.938575744628906,0.05939379334449768,606.65,1569064,51,969365,0.0003
2560,18967,3.833991050720215,434.02043496999994,0.018486367538571358,-35.595619201660156,-0.5693798065185547,612.88,1571532,51,971833,0.0003
2564,19016,1.0677578449249268,439.71077790999993,0.018479375168681145,-34.596195220947266,-0.3164671063423157,618.58,1574157,51,974458,0.0003
2568,19073,17.932018280029297,448.76004456999993,0.01820029318332672,-36.29021453857422,-0.35019996762275696,628.26,1577170,51,977471,0.0003
2572,19116,2.0016164779663086,452.37104473,0.018333878368139267,-36.04933547973633,-0.5544634461402893,632.39,1579438,51,979739,0.0003
2576,19153,0.30670055747032166,447.44084312,0.018749414011836052,-34.09729766845703,-1.6997380256652832,625.63,1581199,51,981500,0.0003
2580,19201,0.28187066316604614,450.81639046,0.018568281084299088,-35.30663299560547,-0.911812424659729,630.26,1583799,51,984100,0.0003
2584,19242,2.480299472808838,446.60358309999987,0.01866248995065689,-39.611473083496094,-0.4057067632675171,625.11,1586012,51,986313,0.0003
2588,19293,0.2588311433792114,448.07677816999995,0.01869933307170868,-37.82378387451172,0.8011316061019897,626.57,1588748,51,989049,0.0003
2592,19336,2.463869333267212,442.91968185999997,0.01718699187040329,-36.92242431640625,-0.04070928692817688,622.13,1591032,51,991333,0.0003
2596,19383,3.457179069519043,441.2288770200001,0.017822718247771263,-35.71747970581055,0.2746400237083435,620.65,1593543,51,993844,0.0003
2600,19441,0.4459421932697296,444.19215356,0.017931712791323662,-37.00407409667969,-0.4682163596153259,625.08,1596620,51,996921,0.0003
2604,19482,0.2905377745628357,441.47070195999993,0.017792319878935814,-34.98228454589844,0.6399158239364624,623.61,1598756,51,999057,0.0003
